movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Beats,NR,Drama,,06-19-19,120,Fresh,100,8,57,81
Beats Rhymes & Life: The Travels of a Tribe Called Quest,R,"Documentary, Musical , Performing Arts",08-07-11,10-18-11,98,Certified Fresh,90,59,90,4008
Beau Geste,PG,"Action , Adventure, Classics, Drama",09-15-39,05-31-05,114,Fresh,100,10,85,737
The Beautician and the Beast,PG,"Comedy, Romance",07-02-97,06-24-03,107,Rotten,18,22,44,28765
Beautiful Darling,NR,"Documentary, Special Interest, Television",04-22-11,01-02-12,85,Fresh,77,13,75,325
Beautiful Boxer,NR,"Action , Adventure, Art House , International, Drama",02-18-05,09-08-05,108,Fresh,83,35,88,4335
Beautiful Boy,R,Drama,03-06-11,11-10-11,100,Fresh,70,67,56,7693
The Beautiful Country,R,Drama,08-07-05,12-13-05,125,Certified Fresh,78,76,79,2230
Beautiful Creatures,R,"Comedy, Drama, Mystery , Suspense",06-04-01,02-10-01,100,Rotten,37,59,33,3185
Beautiful Creatures,PG-13,"Drama, Science Fiction , Fantasy, Romance",02-14-13,05-21-13,124,Rotten,47,182,54,44368
Beautiful Girls,R,"Comedy, Drama",09-02-96,03-04-01,110,Certified Fresh,79,47,81,22091
Beautiful Kate,R,"Art House , International, Drama, Mystery , Suspense",07-11-09,12-21-10,90,Fresh,84,31,64,12633
Beautiful Losers,NR,"Documentary, Musical , Performing Arts, Special Interest",05-09-08,08-24-09,90,Fresh,62,29,68,1219
A Beautiful Mind,PG-13,Drama,12-21-01,06-25-02,135,Certified Fresh,74,211,93,490713
Beautiful People,R,"Art House , International, Comedy, Drama",02-18-00,06-27-00,109,Fresh,80,25,86,806
Beautiful Something,NR,"Drama, Romance",06-05-16,08-23-16,92,Rotten,57,7,48,81
The Beautiful Truth,NR,"Documentary, Drama, Special Interest",11-26-08,03-15-11,91,Rotten,47,15,75,1569
Beautifully Broken,PG-13,Drama,08-24-18,04-12-18,108,Fresh,67,6,92,236
Beauty and the Beast - The Enchanted Christmas,G,"Animation, Kids , Family, Science Fiction , Fantasy",11-11-97,11-11-97,72,Rotten,13,8,55,76857
Beauty and the Beast,G,"Animation, Drama, Kids , Family, Musical , Performing Arts, Science Fiction , Fantasy, Romance",11-22-91,08-10-02,85,Certified Fresh,94,115,92,759862
Beauty And The Beast (La belle et la bête),PG-13,"Mystery , Suspense, Science Fiction , Fantasy, Romance",09-23-16,02-21-17,112,Rotten,36,25,53,3720
Beauty and the Beast,PG,"Drama, Musical , Performing Arts, Science Fiction , Fantasy, Romance",03-17-17,06-06-17,129,Fresh,71,363,80,86026
Beauty Is Embarrassing,NR,"Documentary, Musical , Performing Arts, Special Interest, Television",07-09-12,01-21-13,92,Fresh,91,32,89,791
Beavis and Butt-head Do America,PG-13,"Animation, Comedy",12-20-96,11-23-99,80,Fresh,72,53,69,301808
Bebe's Kids,PG-13,"Animation, Comedy, Kids , Family",07-31-92,05-10-04,74,Rotten,30,10,74,10104
Because I Said So,PG-13,"Comedy, Drama, Romance",02-02-07,08-05-07,101,Rotten,4,157,65,507111
Because of Winn-Dixie,PG,"Comedy, Drama, Kids , Family, Sports , Fitness",02-18-05,09-08-05,107,Rotten,55,121,63,42139
Becket,PG-13,"Classics, Drama",11-03-64,01-26-07,148,Fresh,75,24,88,5601
Becks,NR,Drama,09-02-18,09-02-18,90,Fresh,95,20,89,198
Becoming Astrid (Unga Astrid),NR,"Art House , International, Drama",11-23-18,05-03-19,123,Fresh,96,28,84,187
Becoming Jane,PG,"Drama, Romance",03-08-07,12-02-08,120,Rotten,58,139,74,135475
Becoming Santa,NR,"Documentary, Musical , Performing Arts, Special Interest",01-10-11,11-22-11,93,Fresh,80,5,76,516
Becoming Traviata,NR,"Documentary, Musical , Performing Arts",05-15-13,11-11-13,112,Fresh,81,16,68,235
Bedazzled,PG,"Classics, Comedy, Science Fiction , Fantasy",10-12-67,03-04-07,107,Fresh,82,17,74,10486
The Bedford Incident,NR,"Action , Adventure, Art House , International, Classics, Drama, Mystery , Suspense",01-01-65,09-23-03,102,Fresh,86,14,76,1239
Bedknobs and Broomsticks,G,"Action , Adventure, Comedy, Kids , Family, Musical , Performing Arts, Science Fiction , Fantasy",11-11-71,03-20-01,117,Fresh,66,32,74,202893
Bedlam,R,"Drama, Horror, Mystery , Suspense",01-01-46,04-21-15,79,Fresh,89,18,52,1676
The Bedroom Window,R,"Mystery , Suspense",01-16-87,01-01-00,113,Fresh,81,16,48,1398
Bedrooms and Hallways,NR,"Comedy, Romance",05-28-99,08-22-00,96,Fresh,69,13,67,1916
Bedtime for Bonzo,NR,"Classics, Comedy",09-28-51,05-31-05,83,Fresh,67,12,39,1391
Bedtime Stories,PG,"Action , Adventure, Comedy, Kids , Family, Science Fiction , Fantasy",12-25-08,05-04-09,95,Rotten,26,110,55,216448
Bee Movie,PG,"Animation, Comedy, Kids , Family",02-11-07,11-03-08,90,Rotten,50,173,53,388345
Bee Season,PG-13,Drama,11-11-05,04-04-06,104,Rotten,42,107,35,12433
Been Rich All My Life,NR,"Documentary, Musical , Performing Arts, Special Interest",07-21-06,11-21-06,81,Fresh,80,30,100,961
Been So Long,NR,"Drama, Romance",10-26-18,10-26-18,99,Fresh,92,12,78,101
Beer for My Horses,PG-13,Comedy,08-08-08,11-11-08,89,Rotten,0,7,62,5799
Beer League,R,Comedy,09-15-06,02-01-07,86,Rotten,27,15,58,23979
Beer Wars,PG,"Documentary, Drama, Special Interest",04-16-09,02-02-10,89,Fresh,67,6,70,1107
Beerfest,R,"Comedy, Sports , Fitness",08-25-06,05-12-06,112,Rotten,40,107,75,198817
Beeswax,NR,"Comedy, Drama",07-08-09,06-04-10,100,Fresh,74,47,44,1154
Beethoven's 2nd,PG,"Action , Adventure, Comedy, Kids , Family",01-06-94,07-21-98,89,Rotten,23,13,30,68657
Beethoven's 3rd,G,"Comedy, Kids , Family",07-25-00,09-27-05,98,Rotten,0,7,24,75421
Beethoven's 4th,G,"Comedy, Kids , Family",04-12-01,04-12-01,93,Rotten,0,8,28,70150
Beetle Queen Conquers Tokyo,NR,"Documentary, Special Interest",11-06-09,05-17-11,89,Fresh,91,34,58,182
Beetlejuice,PG,"Comedy, Horror, Science Fiction , Fantasy",03-30-88,06-26-97,93,Certified Fresh,84,56,82,916690
Before I Disappear,NR,Drama,11-28-14,05-19-15,93,Rotten,37,30,67,1744
Before I Fall,PG-13,Drama,03-03-17,05-30-17,99,Fresh,64,121,57,9164
Before I Go to Sleep,R,"Mystery , Suspense",10-31-14,01-27-15,92,Rotten,37,117,40,13720
Before Midnight,R,"Drama, Romance",05-24-13,10-22-13,108,Certified Fresh,97,198,82,37291
Before Night Falls,R,Drama,12-01-01,05-22-01,125,Certified Fresh,73,98,84,22181
Before Stonewall,NR,"Documentary, Drama, Special Interest",06-21-19,05-18-04,87,Fresh,90,10,79,706
Before Sunrise,R,"Drama, Romance",01-27-95,11-30-99,101,Certified Fresh,100,43,93,73271
Before Sunset,R,"Drama, Romance",02-07-04,09-11-04,81,Certified Fresh,95,174,91,70918
Before the Devil Knows You're Dead,R,"Drama, Mystery , Suspense",02-11-07,04-03-08,116,Certified Fresh,88,174,71,86504
Before the Flood,PG,Documentary,10-30-16,04-18-17,96,Fresh,73,30,77,4822
Before We Go,PG-13,"Comedy, Drama, Romance",04-09-15,03-11-15,89,Rotten,27,30,56,5759
Before You Know It,NR,"Documentary, Special Interest",05-30-14,06-29-15,110,Fresh,79,14,61,214
Begin Again,R,"Comedy, Drama, Musical , Performing Arts",06-27-14,10-28-14,101,Certified Fresh,82,162,81,39917
Beginners,R,"Comedy, Drama",03-06-11,11-15-11,104,Certified Fresh,85,158,77,25135
The Beguiled,R,"Classics, Drama",01-01-71,07-21-98,105,Fresh,88,17,71,5642
Behaving Badly,R,"Comedy, Drama",01-08-14,10-28-14,98,Rotten,0,17,29,3961
Behind Enemy Lines II: Axis of Evil,R,"Action , Adventure, Mystery , Suspense",10-17-06,10-17-06,95,Rotten,0,5,37,17805
Behind The Burly Q,NR,"Documentary, Musical , Performing Arts",04-23-10,11-04-11,98,Fresh,78,27,64,147
Behind the Candelabra,NR,"Drama, Television",05-26-13,09-17-13,118,Certified Fresh,95,104,71,15150
Behind the Mask: The Rise of Leslie Vernon,R,"Comedy, Horror, Kids , Family, Mystery , Suspense",10-13-06,06-07-04,91,Certified Fresh,76,42,75,15176
Behold a Pale Horse,NR,"Classics, Drama",08-14-64,02-22-05,118,Fresh,89,9,72,499
Being 17 (Quand on a 17 ans),NR,"Comedy, Drama",07-10-16,03-14-17,114,Certified Fresh,95,40,74,602
Being Elmo: A Puppeteer's Journey,PG,"Documentary, Television",10-21-11,03-04-12,76,Certified Fresh,95,78,87,10136
Being Evel,NR,Documentary,08-21-15,01-12-15,99,Fresh,97,38,83,585
Being Flynn,R,Drama,02-03-12,10-07-12,102,Rotten,51,81,41,4281
Being Frank,R,"Comedy, Drama",06-14-19,10-09-19,110,Rotten,32,38,75,48
Being Human,PG-13,"Comedy, Drama",06-05-94,09-28-94,122,Rotten,54,13,41,3224
Being John Malkovich,R,"Comedy, Drama, Science Fiction , Fantasy",10-29-99,02-05-00,112,Certified Fresh,93,133,87,262430
Being Julia,R,"Comedy, Drama",10-15-04,03-22-05,103,Certified Fresh,76,123,74,7549
Being There,PG,"Comedy, Drama",12-19-79,03-04-01,130,Certified Fresh,94,52,92,25041
Beirut,R,Drama,11-04-18,03-07-18,110,Certified Fresh,82,125,55,1358
Bel Ami,R,Drama,08-06-12,07-08-12,102,Rotten,27,93,29,9271
Bela Lugosi Meets a Brooklyn Gorilla,NR,"Classics, Comedy, Horror, Science Fiction , Fantasy",04-09-52,06-09-05,74,Rotten,29,7,17,215
Believe,PG,Drama,02-12-16,11-04-17,120,Rotten,33,6,68,713
Believe Me,PG-13,Comedy,09-26-14,02-03-15,93,Rotten,40,20,62,435
Bella (Beauty),PG-13,"Art House , International, Drama, Romance",09-09-06,07-05-08,91,Rotten,42,64,81,20326
The Bellboy,NR,"Classics, Comedy",01-01-60,12-10-04,72,Fresh,70,10,68,4726
Belle,PG,Drama,02-05-14,08-26-14,102,Certified Fresh,84,150,82,25068
Belle de Jour,R,Drama,10-04-68,01-22-02,105,Certified Fresh,96,54,86,4123
Belle's Magical World,G,"Animation, Comedy, Kids , Family",02-17-98,01-02-05,92,Rotten,17,6,73,71869
Bellflower,R,"Action , Adventure, Drama, Romance",05-08-11,11-15-11,105,Certified Fresh,73,92,63,6273
Bells Are Ringing,NR,"Classics, Musical , Performing Arts, Romance",06-23-60,03-15-05,126,Fresh,82,11,77,1793
Belly,R,"Action , Adventure, Drama, Mystery , Suspense",04-11-98,04-20-99,96,Rotten,13,16,88,34253
Beloved,NR,"Comedy, Drama",08-17-12,10-12-12,145,Rotten,56,45,45,740
Beloved Sisters,NR,Drama,09-01-15,12-05-15,170,Fresh,72,43,41,368
Below,R,"Mystery , Suspense, Science Fiction , Fantasy",11-10-02,11-03-03,105,Fresh,64,69,45,7910
Ben-Hur,PG-13,"Classics, Drama",08-19-16,12-13-16,124,Rotten,25,187,53,18957
Ben is Back,R,Drama,07-12-18,02-19-19,103,Certified Fresh,82,207,68,1160
The Benchwarmers,PG-13,Comedy,07-04-06,07-25-06,85,Rotten,11,70,64,421903
Bend It like Beckham,PG-13,"Comedy, Drama",01-08-03,09-30-03,112,Certified Fresh,85,152,73,469720
Benda Bilili!,PG-13,"Art House , International, Documentary, Special Interest",09-30-11,03-04-12,85,Fresh,93,28,82,355
Beneath,NR,Horror,03-05-13,04-14-14,90,Rotten,33,15,14,192
Beneath Hill 60,R,"Art House , International, Drama",08-19-10,06-28-11,122,Fresh,85,13,77,2138
Beneath The Darkness,R,"Mystery , Suspense",06-01-12,02-28-12,98,Rotten,4,24,15,1602
Beneath The Harvest Sky,NR,Drama,02-05-14,10-13-14,116,Fresh,62,21,66,321
Beneath the Leaves,NR,"Mystery , Suspense",08-02-19,08-02-19,90,Rotten,20,5,5,48
Beneath The Planet Of The Apes,G,"Action , Adventure, Science Fiction , Fantasy",05-26-70,05-09-00,108,Rotten,38,32,38,23792
Ben-Hur,G,"Action , Adventure, Classics, Drama, Romance",11-18-59,09-13-05,222,Certified Fresh,86,49,89,106088
Benji,G,"Action , Adventure, Documentary, Kids , Family",10-17-74,08-17-04,85,Fresh,86,7,55,33828
Benji,NR,"Kids , Family",03-16-18,03-16-18,,Fresh,60,10,69,141
Benji: Off the Leash!,PG,"Drama, Kids , Family",08-20-04,12-28-04,99,Rotten,33,43,51,1776
Benji the Hunted,G,"Action , Adventure, Comedy, Kids , Family",05-06-87,01-17-06,89,Rotten,56,9,62,10288
Benny & Joon,PG-13,"Comedy, Drama, Romance",01-01-93,09-01-01,98,Fresh,71,34,85,143447
Benny's Video,NR,"Art House , International, Drama, Horror",01-01-92,05-16-06,105,Fresh,64,11,75,4489
Beowulf,PG-13,"Action , Adventure, Animation, Science Fiction , Fantasy",11-15-07,02-13-07,114,Certified Fresh,71,197,50,339082
Berberian Sound Studio,NR,Horror,06-14-13,10-12-13,94,Certified Fresh,85,98,53,3256
Bereavement,R,Horror,04-03-11,08-30-11,103,Rotten,44,18,29,2957
Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt),NR,"Art House , International, Classics, Documentary, Special Interest",01-01-27,04-05-99,70,Fresh,86,7,82,1100
"Berlin, I Love You",R,"Comedy, Romance",08-02-19,08-02-19,120,Rotten,11,18,31,80
Berlin Syndrome,R,"Art House , International, Drama, Mystery , Suspense",05-26-17,06-27-17,116,Certified Fresh,75,88,53,4396
Bernard and Huey,NR,Comedy,08-06-18,08-06-18,91,Fresh,74,19,82,112
Bernie,PG-13,Comedy,04-27-12,08-21-12,104,Certified Fresh,88,160,72,41757
"Bert Rigby, You're a Fool",R,"Comedy, Musical , Performing Arts",02-24-89,04-20-10,91,Rotten,40,5,50,94
Beside Bowie: The Mick Ronson Story,NR,Documentary,01-09-17,10-27-17,108,Fresh,80,5,62,26
Beside Still Waters,NR,"Comedy, Drama, Romance",11-14-14,12-04-15,76,Fresh,62,13,72,241
Bessie,R,"Drama, Television",,01-09-15,113,Certified Fresh,89,28,68,488
Best Friends,PG,"Comedy, Drama",12-17-82,01-20-04,116,Fresh,62,13,28,3940
Best in Show,PG-13,Comedy,09-29-00,05-15-01,91,Certified Fresh,94,112,89,56396
Best Laid Plans,R,"Drama, Mystery , Suspense",10-09-99,02-22-00,94,Rotten,43,21,39,6649
Best Laid Plans,NR,Drama,,06-26-12,108,Rotten,50,6,38,133
The Best Little Whorehouse in Texas,R,"Comedy, Musical , Performing Arts, Romance",07-23-82,07-01-03,115,Rotten,56,9,68,15488
Best Men,R,"Comedy, Drama, Mystery , Suspense",01-06-98,04-16-02,89,Rotten,13,8,40,4371
Best Night Ever,R,Comedy,01-31-14,08-04-14,82,Rotten,0,14,37,622
Best Of Enemies,R,Documentary,07-31-15,03-11-15,87,Certified Fresh,93,117,85,6725
The Best of Everything,NR,"Classics, Drama",09-10-59,05-24-05,135,Fresh,60,5,59,606
Best Seller,R,"Action , Adventure, Drama, Mystery , Suspense",09-25-87,04-06-02,112,Fresh,71,14,54,2323
Best Worst Movie,NR,"Comedy, Documentary, Television",04-23-10,11-16-10,93,Certified Fresh,94,66,84,3328
The Best Years of Our Lives,NR,"Classics, Drama, Romance",11-21-46,10-30-97,170,Certified Fresh,96,51,92,10775
Bestiaire,NR,"Art House , International, Documentary, Drama, Special Interest",10-19-12,02-19-13,72,Fresh,86,21,44,195
Bethany,NR,Horror,07-04-17,07-04-17,,Rotten,29,7,43,60
Bethlehem,NR,"Drama, Mystery , Suspense",07-03-14,07-15-14,99,Certified Fresh,79,48,72,571
Betsy's Wedding,R,"Comedy, Romance",06-22-90,03-09-02,94,Rotten,50,10,40,6853
Better Living Through Chemistry,G,"Comedy, Drama",03-14-14,04-15-14,92,Rotten,22,36,38,1282
Better Luck Tomorrow,R,"Action , Adventure, Drama",11-04-02,09-30-03,99,Certified Fresh,81,106,79,8291
Better Start Running,NR,"Action , Adventure, Comedy",12-10-18,12-10-18,92,Rotten,33,6,64,26
Better than Chocolate,R,"Art House , International, Comedy, Romance, Gay , Lesbian",08-13-99,06-11-01,101,Rotten,36,22,78,11704
Better This World,NR,"Documentary, Special Interest",09-16-11,07-24-12,93,Fresh,100,9,79,196
A Better Tomorrow,R,"Action , Adventure, Art House , International, Drama, Mystery , Suspense",10-14-10,08-11-11,95,Fresh,93,14,90,18806
Better Watch Out,R,"Drama, Horror, Mystery , Suspense",06-10-17,05-12-17,99,Certified Fresh,89,63,66,4364
Bettie Page Reveals All,R,"Documentary, Special Interest",11-22-13,04-22-14,101,Fresh,74,38,61,1614
Betting on Zero,NR,Documentary,03-17-17,08-15-17,98,Fresh,100,16,78,955
372 le Matin (Betty Blue) (37.2 Degrees in the Morning),NR,"Art House , International, Drama, Romance",09-04-86,12-10-04,121,Fresh,76,25,91,14463
Between Love & Goodbye,NR,"Drama, Gay , Lesbian",01-12-08,05-05-09,97,Rotten,33,6,44,382
Between Strangers,R,Drama,09-13-02,01-13-04,97,Rotten,25,8,47,427
Between the Lines,R,"Comedy, Drama, Special Interest",04-27-77,06-18-19,101,Fresh,92,13,54,117
Between Two Ferns: The Movie,NR,Comedy,,09-20-19,82,Certified Fresh,77,56,41,83
Between Us,R,"Comedy, Drama",06-14-13,07-30-13,90,Rotten,50,10,75,42
Between Us,NR,"Comedy, Drama, Romance",06-01-17,05-16-17,93,Rotten,50,8,34,101
Between Worlds,R,"Mystery , Suspense",,02-26-19,90,Rotten,29,21,86,606
Beverly Hills Cop,R,"Action , Adventure, Comedy, Mystery , Suspense",01-12-84,01-29-02,105,Certified Fresh,80,46,82,377477
Beverly Hills Cop II,R,"Action , Adventure, Comedy",05-20-87,01-29-02,102,Rotten,46,28,58,276170
Beverly Hills Cop III,R,"Action , Adventure, Comedy",05-25-94,01-29-02,109,Rotten,10,50,35,204982
Beverly Hills Ninja,PG-13,"Action , Adventure, Comedy",01-17-97,06-03-01,88,Rotten,14,28,53,309873
Beware Of Mr. Baker,NR,"Documentary, Musical , Performing Arts",11-28-12,05-14-13,100,Certified Fresh,98,53,87,3803
Beware the Gonzo,NR,Comedy,09-09-11,11-28-11,94,Rotten,44,9,47,461
Bewitched,PG-13,"Comedy, Science Fiction , Fantasy",06-24-05,10-25-05,102,Rotten,24,186,28,215412
The Beyond (...E tu vivrai nel terrore! L'aldilà),R,"Drama, Horror",04-22-81,10-10-00,88,Fresh,65,20,76,8755
Beyond a Reasonable Doubt,NR,"Drama, Mystery , Suspense",05-09-56,12-22-09,80,Fresh,71,17,55,720
Beyond Belief,NR,"Documentary, Drama, Special Interest",02-29-08,03-18-08,98,Fresh,82,11,89,317
Beyond Borders,R,"Action , Adventure, Drama, Romance",10-24-03,03-23-04,127,Rotten,14,103,72,32084
Beyond Clueless,NR,"Documentary, Horror, Special Interest, Romance",10-03-14,09-03-15,89,Fresh,79,24,42,159
Beyond Hatred (Au-dela de la haine),NR,"Art House , International, Documentary, Special Interest",06-15-07,05-20-08,86,Fresh,89,19,55,1677
Beyond Outrage,R,"Action , Adventure",03-01-14,11-03-14,110,Rotten,47,17,57,660
Beyond Rangoon,R,"Action , Adventure, Drama",08-25-95,05-26-09,99,Rotten,39,33,71,8036
Beyond Re-Animator,R,"Comedy, Horror, Science Fiction , Fantasy",07-25-03,12-30-03,93,Rotten,45,11,39,9591
Beyond Skyline,R,"Action , Adventure, Drama, Science Fiction , Fantasy",12-15-17,01-16-18,106,Fresh,63,19,37,750
Beyond The Black Rainbow,R,"Horror, Science Fiction , Fantasy",05-18-12,11-09-12,110,Rotten,56,32,52,3313
Beyond the Edge,NR,"Action , Adventure, Documentary, Drama, Mystery , Suspense, Sports , Fitness",04-07-14,11-24-14,93,Fresh,69,26,61,319
Beyond the Gates,R,Drama,08-12-05,09-18-07,115,Certified Fresh,84,63,85,17616
Beyond the Gates,NR,"Action , Adventure, Drama, Horror, Science Fiction , Fantasy",09-12-16,02-05-17,83,Fresh,82,22,28,756
Beyond The Hills,NR,"Art House , International, Drama",08-03-13,05-22-18,155,Certified Fresh,90,105,81,2136
Beyond the Lights,PG-13,Drama,11-14-14,02-24-15,102,Certified Fresh,83,89,75,19232
Beyond the Mat,R,"Documentary, Special Interest, Sports , Fitness",10-22-99,08-22-00,102,Certified Fresh,82,67,83,8509
Beyond the Poseidon Adventure,PG,"Action , Adventure",05-18-79,08-22-06,122,Rotten,0,7,22,4234
Beyond The Reach,R,"Mystery , Suspense",04-17-15,06-16-15,91,Rotten,37,68,20,918
Beyond the Sea,PG-13,"Drama, Musical , Performing Arts",12-29-04,07-06-05,118,Rotten,42,156,64,17937
Beyond the Valley of the Dolls,NC17,"Classics, Comedy, Drama, Mystery , Suspense, Romance",06-17-70,06-13-06,110,Fresh,75,28,73,8104
Beyond Therapy,R,Comedy,02-27-87,02-12-03,93,Rotten,25,8,32,1218
Bhaag Milkha Bhaag,NR,Drama,12-07-13,12-01-15,188,Fresh,76,17,84,1765
Bhool Bhulaiyaa,NR,"Art House , International, Comedy, Drama",12-10-07,04-12-07,155,Rotten,20,5,72,4940
Bhoot (Ghost House),PG-13,"Art House , International, Drama, Horror",05-30-03,07-07-03,115,Fresh,67,6,48,573
Bhutto,NR,"Documentary, Special Interest",03-12-10,10-05-11,115,Fresh,87,23,87,1244
Bicentennial Man,PG,"Comedy, Drama, Science Fiction , Fantasy",12-17-99,01-15-02,131,Rotten,36,96,58,359420
Bickford Shmeckler's Cool Ideas,R,Comedy,,07-08-07,75,Rotten,50,6,54,2546
Bicycle Thieves (Ladri di biciclette) (The Bicycle Thief),NR,Drama,12-13-49,08-12-98,90,Certified Fresh,98,61,94,34107
Bidder 70,NR,"Documentary, Drama, Special Interest",05-17-13,07-15-13,70,Fresh,78,9,55,202
Big,PG,"Comedy, Kids , Family, Science Fiction , Fantasy",01-01-88,12-18-01,98,Certified Fresh,97,74,82,401831
Big Stan,R,Comedy,03-24-09,03-24-09,109,Rotten,11,9,44,5959
Big Ass Spider!,PG-13,"Comedy, Science Fiction , Fantasy",10-18-13,07-01-14,85,Fresh,78,27,44,1100
Big Bad Love,R,"Art House , International, Drama",11-10-01,09-24-02,111,Rotten,41,58,70,1189
Big Bad Mama,R,"Action , Adventure, Comedy, Drama",01-01-74,02-23-99,83,Fresh,71,14,42,4321
Big Bad Wolves,NR,"Comedy, Drama, Mystery , Suspense",01-17-14,04-22-14,110,Certified Fresh,76,68,69,7043
The Big Bounce,PG-13,"Action , Adventure, Comedy, Drama",01-30-04,07-20-04,89,Rotten,16,135,24,21226
Big Boys Gone Bananas!*,PG,"Documentary, Special Interest",07-27-12,01-29-13,88,Fresh,77,22,81,178
The Big Brass Ring,R,Drama,04-20-99,11-01-00,120,Rotten,57,7,17,87
Big Bully,PG,"Comedy, Drama",01-26-96,05-23-00,93,Rotten,0,8,19,9755
The Big Bus,PG,"Action , Adventure, Comedy, Science Fiction , Fantasy",06-23-76,07-16-02,88,Fresh,70,10,57,1836
The Big Chill,R,"Comedy, Drama, Musical , Performing Arts",09-28-83,01-26-99,103,Fresh,68,37,77,22264
