movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Avengers: Endgame,PG-13,"Action , Adventure, Drama, Science Fiction , Fantasy",04-26-19,07-30-19,182,Certified Fresh,94,486,91,66152
Avengers: Infinity War,PG-13,"Action , Adventure, Science Fiction , Fantasy",04-27-18,08-14-18,156,Certified Fresh,85,448,91,56998
The Aviator,PG-13,Drama,12-17-04,05-24-05,170,Certified Fresh,86,222,79,207396
Aliens vs. Predator: Requiem (AVP 2),R,"Action , Adventure, Horror, Science Fiction , Fantasy",12-25-07,04-15-08,93,Rotten,11,74,30,212259
Await Further Instructions,NR,Horror,05-10-18,11-12-18,91,Fresh,84,19,26,550
Awake,R,"Mystery , Suspense",11-30-07,02-13-08,84,Rotten,24,62,54,237769
Awake: The Life Of Yogananda,PG,Documentary,10-10-14,06-10-15,87,Fresh,64,11,70,638
Awakening the Zodiac,R,"Mystery , Suspense",09-06-17,04-07-17,100,Rotten,42,12,34,366
Away From Her,PG-13,Drama,01-20-07,11-09-07,110,Certified Fresh,94,144,81,114750
Away We Go,R,"Comedy, Drama",05-06-09,09-29-09,98,Fresh,67,184,74,59411
Awful Nice,R,Comedy,07-03-14,05-05-14,88,Rotten,22,9,38,226
The Awful Truth,NR,"Classics, Comedy, Romance",10-21-37,11-03-03,90,Fresh,93,28,87,7580
An Awfully Big Adventure,R,"Art House , International, Comedy, Drama",07-21-95,04-19-05,113,Rotten,36,14,56,5005
AWOL,NR,Drama,05-19-17,05-23-17,85,Fresh,93,15,56,247
A.X.L.,NR,"Action , Adventure, Kids , Family, Science Fiction , Fantasy",08-24-18,01-01-19,98,Rotten,27,22,61,742
Axolotl Overkill,NR,"Art House , International, Drama",,02-01-18,94,Fresh,64,11,14,68
Ayn Rand: A Sense of Life,NR,"Documentary, Special Interest",02-13-98,12-10-99,144,Rotten,50,12,69,861
Ayurveda: the Art of Being,NR,"Documentary, Drama, Special Interest, Faith , Spirituality, Sports , Fitness",07-19-02,06-07-04,102,Rotten,57,14,79,389
Aziz Ansari: Right Now,NR,Comedy,,09-07-19,65,Certified Fresh,86,28,78,59
Baadasssss!,R,Drama,07-09-03,09-14-04,109,Certified Fresh,91,109,84,4955
Der Baader Meinhof Komplex (The Baader Meinhof Complex),R,"Action , Adventure, Art House , International, Drama",09-25-08,03-30-10,149,Certified Fresh,85,100,80,16121
Baarìa,NR,"Art House , International, Classics, Comedy, Drama",09-25-09,10-18-11,150,Rotten,55,11,50,1215
Babe: Pig in the City,G,"Comedy, Kids , Family, Science Fiction , Fantasy",11-25-98,04-05-99,90,Fresh,64,64,40,63979
Babel,R,Drama,10-27-06,02-20-07,143,Fresh,69,199,77,377192
Babes in Arms,NR,"Classics, Comedy, Musical , Performing Arts",10-31-39,09-25-07,91,Fresh,83,6,71,1199
Babette's Feast (Babettes Gæstebud),G,"Art House , International, Drama, Romance",08-28-87,01-23-01,102,Fresh,97,30,91,9288
Baby Boom,PG,"Comedy, Drama",07-10-87,06-02-01,103,Fresh,74,31,62,28434
Baby Boy,R,Drama,06-27-01,06-11-01,130,Fresh,71,92,87,62663
Baby Doll,R,"Classics, Comedy",12-18-56,09-07-03,114,Fresh,94,16,82,2551
Baby Driver,R,"Action , Adventure, Drama",06-28-17,10-10-17,113,Certified Fresh,93,367,86,62326
Baby Face,NR,"Classics, Drama",06-23-33,05-12-06,70,Fresh,100,14,81,3406
Baby Geniuses,PG,"Comedy, Drama, Kids , Family",12-03-99,07-27-99,94,Rotten,2,44,24,82185
Baby It's You,R,"Art House , International, Comedy, Drama",04-02-83,07-10-03,105,Fresh,94,17,70,476
Baby Mama,PG-13,Comedy,04-25-08,09-09-08,99,Fresh,64,163,55,374653
Baby: Secret of the Lost Legend,PG,"Action , Adventure, Drama, Kids , Family, Science Fiction , Fantasy",03-22-85,03-09-02,95,Rotten,13,16,38,6490
Babylon,NR,"Action , Adventure, Drama",08-03-19,12-15-08,95,Fresh,100,25,38,125
Babylon A.D.,PG-13,"Action , Adventure, Drama, Science Fiction , Fantasy",08-20-08,06-01-09,90,Rotten,6,103,26,152227
Baby's Day Out,PG,"Comedy, Kids , Family",01-07-94,01-29-02,99,Rotten,20,15,52,186210
The Babysitters,R,"Comedy, Drama",09-05-08,09-16-08,90,Rotten,33,27,30,3704
The Baby-Sitters Club,PG,"Comedy, Kids , Family",08-18-95,09-16-03,94,Fresh,67,15,47,9959
Bachelorette,R,Comedy,07-09-12,03-19-13,91,Rotten,56,101,34,17946
Bachna Ae Haseeno,NR,"Art House , International, Comedy, Romance",08-15-08,11-02-09,152,Fresh,63,8,55,3203
Back to School,PG-13,Comedy,06-13-86,06-26-03,96,Fresh,85,34,68,33111
Back in the Day,R,"Comedy, Drama",01-17-14,08-04-14,93,Rotten,11,9,47,421
Back Roads,NR,Drama,07-12-18,07-12-18,101,Fresh,75,20,99,1856
Back to 1942,NR,"Action , Adventure, Art House , International, Drama",11-30-12,05-14-13,146,Rotten,36,11,62,546
Back to Burgundy (Ce qui nous lie),NR,"Art House , International, Comedy, Drama",03-23-18,06-19-18,113,Fresh,71,41,62,127
Back to the Beach,PG,"Comedy, Musical , Performing Arts",07-08-87,01-06-04,92,Fresh,71,14,63,8035
Back to the Future,PG,"Action , Adventure, Comedy, Science Fiction , Fantasy",03-07-85,12-17-02,116,Certified Fresh,96,78,94,1094056
Back to the Future Part II,PG,"Comedy, Science Fiction , Fantasy",01-01-89,12-17-02,109,Fresh,65,60,85,749814
Back to the Future Part III,PG,"Action , Adventure, Comedy, Science Fiction , Fantasy",05-25-90,12-17-02,119,Certified Fresh,79,43,78,694374
The Back-up Plan,PG-13,"Comedy, Romance",04-23-10,08-24-10,104,Rotten,18,145,46,135533
Backcountry,R,"Drama, Horror, Mystery , Suspense",03-20-15,01-09-15,92,Certified Fresh,92,49,54,2865
Backgammon,NR,"Drama, Mystery , Suspense",11-03-16,11-04-17,89,Rotten,0,6,60,31
Backstabbing for Beginners,R,"Drama, Mystery , Suspense",04-27-18,03-22-18,108,Rotten,38,24,42,174
Backtrace,R,"Action , Adventure, Mystery , Suspense",12-14-18,02-19-19,87,Rotten,11,9,25,84
Backtrack,R,"Mystery , Suspense",02-26-16,04-26-16,90,Rotten,30,40,18,82
Backwards,PG,"Drama, Romance, Sports , Fitness",09-21-12,11-12-12,89,Rotten,28,18,52,445
The Bad and the Beautiful,G,"Classics, Drama, Romance",01-15-53,05-02-02,118,Fresh,96,24,86,4140
Bad Ass,R,"Action , Adventure",04-13-12,05-06-12,90,Rotten,20,5,39,6761
Bad Boy Bubby,NR,"Art House , International, Comedy, Drama",04-26-05,04-26-05,112,Fresh,83,6,88,8030
Bad Boys,R,"Action , Adventure, Drama, Mystery , Suspense",01-06-82,03-15-00,123,Fresh,89,19,81,61564
Bad Boys II,R,"Action , Adventure, Comedy, Mystery , Suspense",07-18-03,09-12-03,147,Rotten,22,181,78,501580
Bad Company,PG-13,"Action , Adventure, Comedy, Documentary, Musical , Performing Arts",07-06-02,12-11-02,116,Rotten,10,135,35,56684
Bad Day at Black Rock,NR,"Classics, Drama, Mystery , Suspense",07-01-55,10-05-05,82,Fresh,97,30,88,5811
Bad Day for the Cut,NR,"Art House , International, Drama, Mystery , Suspense",10-20-17,09-01-18,99,Fresh,92,12,71,400
Bad Education,NC17,"Art House , International, Drama, Mystery , Suspense, Romance",11-19-04,12-04-05,104,Certified Fresh,88,144,86,46194
Bad Hurt,NR,Drama,12-02-16,12-02-16,100,Fresh,80,15,70,252
Bad Influence,R,"Drama, Mystery , Suspense",09-03-90,03-12-02,105,Fresh,71,17,51,4203
Bad Johnson,NR,Comedy,02-05-14,07-29-14,88,Rotten,28,18,22,651
Bad Kids Go to Hell,R,"Comedy, Mystery , Suspense",07-12-12,09-04-13,91,Rotten,44,9,36,4680
Bad Lieutenant,R,"Drama, Mystery , Suspense",11-20-92,02-15-00,90,Certified Fresh,77,47,73,16120
Bad Lieutenant: Port of Call New Orleans,R,"Drama, Mystery , Suspense",11-20-09,06-04-10,121,Certified Fresh,85,148,57,53785
Bad Milo!,R,"Comedy, Drama, Horror",04-10-13,01-21-14,85,Fresh,62,34,41,2013
Bad Moms,R,Comedy,07-29-16,01-11-16,101,Rotten,58,165,63,40980
Bad Moon,R,"Horror, Mystery , Suspense",04-11-96,03-10-00,105,Rotten,38,8,45,5937
Bad News Bears,PG-13,Comedy,07-22-05,12-13-05,113,Rotten,48,161,46,76676
The Bad News Bears Go To Japan,PG,Comedy,01-01-78,12-02-02,92,Rotten,6,16,28,6448
The Bad News Bears in Breaking Training,PG,"Comedy, Kids , Family",08-07-77,12-02-02,99,Rotten,50,10,40,886
Bad Rap,NR,"Documentary, Musical , Performing Arts",,05-23-17,81,Fresh,63,8,82,42
Bad Reputation,R,Documentary,09-28-18,01-01-19,95,Fresh,78,36,84,129
Bad Samaritan,R,Drama,04-05-18,08-14-18,107,Rotten,53,75,68,824
Bad Santa,R,Comedy,11-26-03,06-22-04,91,Certified Fresh,78,217,75,200792
Bad Santa 2,R,Comedy,11-23-16,02-21-17,92,Rotten,22,130,33,10317
Bad Taste,R,"Comedy, Horror, Science Fiction , Fantasy",01-06-89,06-08-02,90,Fresh,68,22,75,33474
Bad Teacher,R,Comedy,06-24-11,10-18-11,92,Rotten,44,187,36,84835
Bad Times at the El Royale,R,"Mystery , Suspense",12-10-18,01-01-19,140,Certified Fresh,75,241,74,5259
Bad Turn Worse,NR,Drama,11-14-14,01-13-15,91,Certified Fresh,80,41,51,1200
Bad Words,R,Comedy,03-28-14,08-07-14,89,Fresh,66,132,61,28385
Badlands,PG,"Action , Adventure, Classics, Cult Movies, Drama, Mystery , Suspense",01-01-74,04-27-99,95,Certified Fresh,98,55,90,26280
Bagdad Cafe,PG,"Art House , International, Comedy, Drama",04-29-88,07-24-01,91,Fresh,85,20,88,7373
Baggage Claim,PG-13,Comedy,09-27-13,04-02-13,96,Rotten,16,81,48,18151
Baghead,R,"Comedy, Drama",06-13-08,12-27-08,88,Certified Fresh,78,97,48,3048
"Bai ri yan huo (Black Coal, Thin Ice)",NR,"Drama, Mystery , Suspense",,09-29-15,106,Fresh,95,22,58,467
Bai she chuan shuo (The Sorcerer and the White Snake),PG-13,"Action , Adventure, Documentary, Drama",08-02-13,09-04-13,99,Rotten,27,15,49,6308
Bait,R,"Action , Adventure, Horror, Mystery , Suspense",09-14-12,09-18-12,94,Rotten,47,34,28,1942
Bakery in Brooklyn (My Bakery in Brooklyn),NR,Comedy,01-20-17,03-21-17,100,Rotten,43,7,16,109
The Last Circus,R,"Art House , International, Comedy, Drama",08-19-11,10-18-11,107,Fresh,76,33,64,5808
The Ballad of Cable Hogue,R,"Action , Adventure, Classics, Comedy, Western, Romance",05-13-70,10-01-06,121,Fresh,93,14,81,3760
The Ballad of Jack and Rose,R,Drama,03-25-05,08-16-05,111,Rotten,47,115,62,8330
The Ballad of Little Jo,R,"Action , Adventure, Drama, Western",08-20-93,02-09-03,120,Fresh,69,16,65,1728
The Ballad of Ramblin' Jack,PG-13,"Documentary, Musical , Performing Arts, Special Interest",08-16-00,08-05-01,112,Fresh,94,18,77,389
Ballet 422,PG,"Documentary, Drama, Musical , Performing Arts",06-02-15,05-26-15,72,Certified Fresh,87,45,61,1078
Ballistic: Ecks vs. Sever,R,"Action , Adventure, Mystery , Suspense, Science Fiction , Fantasy",09-20-02,12-24-02,91,Rotten,0,117,19,22975
Ballplayer: Pelotero,NR,"Documentary, Drama",07-13-12,04-09-12,72,Fresh,86,28,88,457
Balls of Fury,PG-13,"Action , Adventure, Comedy",08-29-07,12-18-07,90,Rotten,22,130,32,323994
Au Hasard Balthazar,NR,"Art House , International, Drama",05-25-66,06-14-05,95,Certified Fresh,100,42,86,6956
Balto,G,"Action , Adventure, Animation, Kids , Family",12-22-95,02-19-02,78,Rotten,54,24,70,71717
Balzac and the Little Chinese Seamstress,NR,"Art House , International, Comedy, Drama, Romance",07-29-05,12-27-05,111,Certified Fresh,77,62,83,4650
Bambi,G,"Animation, Classics, Kids , Family, Science Fiction , Fantasy",08-21-42,01-03-05,69,Certified Fresh,90,51,73,599704
Bambi II,G,"Animation, Kids , Family",01-01-06,07-02-06,72,Rotten,50,10,60,115812
Bananas,PG-13,"Classics, Comedy",04-28-71,05-07-00,82,Fresh,88,26,74,18401
Band Aid,NR,Comedy,02-06-17,05-09-17,94,Certified Fresh,85,67,73,3228
Band of Angels,NR,"Action , Adventure, Classics, Drama",03-08-57,01-30-07,125,Rotten,40,5,64,720
Band Of Robbers,NR,"Action , Adventure, Comedy",01-15-16,08-11-16,95,Fresh,78,27,61,1854
Band of the Hand,R,"Action , Adventure, Drama, Mystery , Suspense",11-04-86,01-28-03,109,Rotten,11,9,59,2728
The Band Wagon,NR,"Classics, Comedy, Drama, Musical , Performing Arts",07-08-53,03-15-05,112,Fresh,100,18,82,4679
B&B,NR,"Mystery , Suspense",10-13-18,10-17-17,87,Fresh,89,9,33,67
Bandidas,PG-13,"Action , Adventure, Comedy, Western",09-22-06,09-01-07,93,Fresh,62,13,43,24927
Bandits,PG-13,"Comedy, Drama",12-10-01,02-04-02,122,Fresh,64,140,58,58799
Bandolero,PG-13,"Action , Adventure, Art House , International, Classics, Western",01-06-68,09-03-04,106,Rotten,20,5,49,3501
Bandslam,PG,"Comedy, Drama, Musical , Performing Arts",08-14-09,03-16-10,111,Certified Fresh,81,102,64,107612
The Bang Bang Club,R,Drama,04-22-11,08-16-11,106,Rotten,49,47,60,3578
The Banger Sisters,R,Comedy,09-20-02,01-28-03,98,Rotten,48,141,42,44751
Bangkok Dangerous,R,"Action , Adventure, Drama, Mystery , Suspense",08-22-08,06-01-09,99,Rotten,8,96,26,132346
Bangkok Dangerous,R,"Action , Adventure, Art House , International, Drama, Mystery , Suspense, Romance",01-11-99,05-03-02,105,Rotten,53,36,61,3261
Banksy Does New York,NR,Documentary,11-10-14,08-25-15,75,Fresh,100,12,75,277
B.A.P.S.,PG-13,Comedy,03-28-97,01-13-04,91,Rotten,16,32,67,8680
Barabbas,NR,"Action , Adventure, Art House , International, Classics, Drama",12-23-61,05-03-02,119,Fresh,89,9,65,2134
Baraka,NR,"Documentary, Drama, Special Interest",09-24-93,01-25-00,96,Fresh,81,26,96,21663
Baran,PG,"Art House , International, Drama",03-05-02,10-22-02,94,Certified Fresh,89,62,89,3696
Barb Wire,R,"Action , Adventure, Drama, Science Fiction , Fantasy",03-05-96,08-12-98,90,Rotten,28,36,14,47277
Barbara,PG-13,"Art House , International, Drama",12-21-12,12-11-13,105,Certified Fresh,94,79,76,3900
Barbarella,PG,"Action , Adventure, Science Fiction , Fantasy",10-10-68,06-22-99,98,Fresh,73,45,56,33516
The Barbarian Invasions (Les Invasions barbares),R,"Art House , International, Comedy, Drama",11-21-03,07-13-04,1,Certified Fresh,82,133,89,18829
Barbarosa,PG,"Action , Adventure, Western",02-19-82,03-18-03,90,Fresh,100,5,72,1679
Barbershop,PG-13,Comedy,09-13-02,01-01-03,102,Certified Fresh,82,125,62,55546
Barbershop 2: Back in Business,PG-13,Comedy,01-20-04,06-29-04,106,Fresh,69,125,48,73582
Barbershop: The Next Cut,PG-13,Comedy,04-15-16,07-26-16,112,Certified Fresh,90,93,66,19790
Barbie in The Nutcracker,NR,"Animation, Kids , Family, Science Fiction , Fantasy",02-10-01,10-23-01,81,Rotten,20,5,58,12692
Barefoot,PG-13,"Comedy, Drama, Romance",02-21-14,04-21-14,90,Rotten,14,22,45,3113
The Barefoot Contessa,NR,"Art House , International, Classics, Drama, Mystery , Suspense",01-01-54,06-19-01,128,Fresh,100,9,72,4748
The Barefoot Executive,G,"Classics, Comedy, Kids , Family, Television",03-17-71,12-04-04,96,Fresh,83,6,49,1627
Barefoot in the Park,G,"Classics, Comedy, Drama",01-01-67,09-21-99,106,Fresh,83,24,80,11434
Barfi!,NR,"Action , Adventure, Comedy, Drama",09-14-12,11-20-12,151,Fresh,86,14,86,4881
Barfly,R,"Comedy, Drama",10-16-87,03-09-02,100,Fresh,74,19,82,7675
Bark!,R,Comedy,11-01-02,10-14-03,100,Rotten,14,7,58,1143
Barking Water,NR,Drama,01-17-09,11-16-10,85,Fresh,60,5,65,58
The Barkleys of Broadway,NR,"Classics, Comedy, Musical , Performing Arts, Romance",04-05-49,08-16-05,109,Rotten,55,11,70,2480
Barney's Version,R,"Art House , International, Comedy, Drama",01-14-11,06-28-11,132,Certified Fresh,79,134,78,18435
Barney's Great Adventure,G,"Kids , Family",03-04-98,01-09-98,75,Rotten,26,23,42,2055
Barnyard,PG,"Animation, Comedy, Kids , Family",04-08-06,12-12-06,90,Rotten,22,97,52,120260
The Barretts of Wimpole Street,NR,"Classics, Drama, Romance",08-09-34,03-25-92,110,Fresh,78,9,72,328
Barry,NR,Drama,12-16-16,12-16-16,104,Certified Fresh,80,46,53,854
Barry Lyndon,PG,"Classics, Drama",01-01-75,06-29-99,203,Certified Fresh,91,69,92,44969
Barry Munday,R,Comedy,01-10-10,07-12-10,98,Rotten,43,14,36,2417
Barrymore,NR,"Documentary, Drama, Musical , Performing Arts, Special Interest",11-15-12,07-05-13,83,Fresh,70,23,67,1370
Bart Got a Room,PG-13,Comedy,03-04-09,07-28-09,79,Fresh,70,37,56,2349
Bartleby,PG-13,"Art House , International, Comedy, Drama",05-24-02,08-07-03,82,Rotten,35,54,69,1991
Barton Fink,R,"Comedy, Drama",08-21-91,05-20-03,116,Certified Fresh,90,58,89,45291
BASEketball,R,Comedy,07-31-98,12-29-98,103,Rotten,42,50,74,196357
Basic,R,"Action , Adventure, Drama, Mystery , Suspense",03-28-03,08-07-03,98,Rotten,21,143,63,56737
Basic Instinct,R,"Drama, Horror, Mystery , Suspense, Romance",03-20-92,08-26-97,127,Rotten,53,62,63,131882
Basic Instinct 2,R,"Drama, Mystery , Suspense, Romance",03-31-06,11-07-06,117,Rotten,7,153,26,89113
Basil,R,"Art House , International, Drama",01-01-97,04-03-03,102,Rotten,0,5,47,1522
The Basket,PG,Drama,05-06-99,11-12-01,101,Rotten,44,18,21,777
Basket Case,R,Horror,01-01-82,08-12-98,90,Fresh,75,24,53,11549
Baskin,NR,"Art House , International, Horror, Science Fiction , Fantasy",03-25-16,03-25-16,97,Certified Fresh,78,41,45,1860
Basmati Blues,NR,"Comedy, Drama, Musical , Performing Arts, Romance",09-02-18,03-04-18,105,Rotten,11,27,49,251
Basquiat,R,Drama,09-08-96,03-09-02,108,Fresh,68,28,77,11666
Bat 21,R,"Action , Adventure, Drama",10-21-88,12-19-00,105,Fresh,81,16,58,8375
The Bat Whispers,NR,"Classics, Comedy, Drama, Horror, Mystery , Suspense",11-13-30,11-30-99,82,Fresh,64,11,53,237
Bathtubs Over Broadway,PG-13,"Comedy, Documentary",11-30-18,09-04-19,87,Fresh,100,32,90,147
Batkid Begins,PG,Documentary,06-26-15,06-10-15,87,Certified Fresh,82,60,83,2624
Batman and Harley Quinn,PG-13,"Action , Adventure, Animation, Drama, Kids , Family",08-14-17,08-29-17,74,Rotten,45,11,38,787
Batman & Mr. Freeze: Subzero,NR,"Action , Adventure, Animation, Kids , Family, Science Fiction , Fantasy, Television",03-17-98,04-23-02,70,Fresh,92,13,67,77042
Batman: Assault on Arkham,PG-13,"Action , Adventure, Animation, Kids , Family, Science Fiction , Fantasy, Special Interest",,12-08-14,72,Fresh,75,8,85,3320
Batman: Bad Blood,PG-13,Animation,,02-02-16,106,Fresh,100,5,63,1116
Batman Begins,PG-13,"Action , Adventure, Science Fiction , Fantasy",06-14-05,10-18-05,140,Certified Fresh,84,279,94,1114302
Batman Beyond: Return of the Joker,PG-13,"Action , Adventure, Animation, Kids , Family, Science Fiction , Fantasy",12-12-00,12-12-00,75,Fresh,90,10,86,56612
Batman Forever,PG-13,"Action , Adventure, Science Fiction , Fantasy",06-16-95,08-27-97,82,Rotten,39,66,32,608810
Batman: Gotham by Gaslight,R,Animation,,06-02-18,72,Fresh,73,11,65,513
Batman Gotham Knight,PG-13,"Action , Adventure, Animation",08-07-08,08-07-08,76,Fresh,83,6,69,28768
Batman: Hush,PG-13,,,07-20-19,81,Fresh,88,17,67,6
Batman: Mask of the Phantasm,PG,"Action , Adventure, Animation, Kids , Family, Mystery , Suspense",12-24-93,12-21-99,80,Fresh,84,31,88,71770
Batman Ninja,PG-13,"Action , Adventure, Animation, Anime , Manga, Drama",,08-05-18,85,Fresh,82,17,38,1062
Batman: Return Of The Caped Crusaders,PG,,,01-11-16,72,Fresh,94,18,67,474
The Batman Superman Movie: World's Finest,NR,"Action , Adventure, Animation, Kids , Family, Science Fiction , Fantasy",,08-18-98,68,Fresh,83,6,76,1226
"Batman: The Dark Knight Returns, Part 1",PG-13,"Action , Adventure, Animation",01-01-12,09-25-12,134,Fresh,100,5,93,8482
Batman: The Killing Joke,R,"Action , Adventure, Animation, Drama",07-25-16,02-08-16,72,Rotten,40,40,46,9654
Batman: The Movie,PG,"Action , Adventure, Drama, Science Fiction , Fantasy",07-30-66,04-23-02,104,Fresh,78,32,62,138857
Batman: Under the Red Hood,PG-13,"Action , Adventure, Animation",,07-27-10,76,Fresh,100,7,92,11457
Batman v Superman: Dawn of Justice,PG-13,"Action , Adventure, Science Fiction , Fantasy",03-23-16,07-19-16,151,Rotten,28,412,63,233695
Batman Vs. Robin,PG-13,"Action , Adventure, Animation",,04-14-15,72,Fresh,100,5,78,1761
Batman vs Teenage Mutant Ninja Turtles,PG-13,"Action , Adventure, Animation",,04-06-19,90,Fresh,100,12,81,156
Batman vs. Two-Face,PG,,,10-17-17,72,Fresh,100,8,60,174
Batman: Year One,PG-13,"Action , Adventure, Animation",,10-18-11,65,Fresh,88,8,79,4124
Bats,R,"Drama, Horror",10-22-99,07-08-01,91,Rotten,17,42,15,20703
*batteries not included,G,"Comedy, Kids , Family, Science Fiction , Fantasy",12-18-87,03-16-99,107,Fresh,60,15,64,71123
Battle: Los Angeles,PG-13,"Action , Adventure, Science Fiction , Fantasy",11-03-11,06-14-11,116,Rotten,36,206,48,93646
Battle of the Brave,PG-13,"Classics, Drama",,07-11-06,102,Rotten,17,6,31,195
Battle Beyond the Stars,PG,"Science Fiction , Fantasy",12-25-80,06-02-01,105,Rotten,45,11,42,2203
Battle for Brooklyn,NR,"Documentary, Drama, Special Interest",06-17-11,11-12-12,93,Fresh,79,19,74,301
Battle for Haditha,R,"Art House , International, Drama",12-14-07,12-30-08,93,Fresh,68,31,72,3032
Battle For Terra,PG,"Action , Adventure, Animation, Science Fiction , Fantasy",01-05-09,09-22-09,79,Rotten,49,94,41,69083
Battle For The Planet Of The Apes,G,"Action , Adventure, Classics, Science Fiction , Fantasy",01-01-73,05-05-09,86,Rotten,37,27,31,22018
Battle in Seattle,R,"Action , Adventure, Drama",09-19-08,10-03-09,98,Rotten,56,62,65,9688
Battle of Britain,G,"Action , Adventure, Classics, Drama",09-15-69,05-20-03,132,Fresh,67,9,79,8930
The Battle of Shaker Heights,PG-13,"Comedy, Drama",08-22-03,09-12-03,77,Rotten,40,58,48,6046
Battle of the Bulge,NR,"Action , Adventure, Classics, Drama",12-16-65,03-05-05,90,Rotten,57,7,68,8421
Battle of the Sexes,PG-13,"Comedy, Drama, Sports , Fitness",09-29-17,02-01-18,121,Certified Fresh,85,298,72,15707
Battle of the Year,PG-13,"Drama, Musical , Performing Arts, Special Interest",09-20-13,10-12-13,109,Rotten,6,53,49,17438
Battle Royale,NR,"Action , Adventure, Art House , International, Drama, Mystery , Suspense",01-01-00,03-20-12,114,Certified Fresh,87,46,89,86479
Battle Royale II,R,"Action , Adventure, Art House , International, Drama",,04-05-04,132,Rotten,30,10,29,29036
Battlefield America,PG-13,"Drama, Musical , Performing Arts",01-06-12,09-18-12,106,Rotten,8,12,53,4309
Battlefield Earth,PG-13,"Action , Adventure, Horror, Science Fiction , Fantasy",12-05-00,01-16-01,118,Rotten,3,148,12,53955
Battleship,PG-13,"Action , Adventure, Science Fiction , Fantasy",05-18-12,08-28-12,131,Rotten,34,221,54,456521
Battleship Potemkin,NR,"Art House , International, Classics, Drama",12-24-25,07-10-98,65,Certified Fresh,100,45,85,18871
Battlestar Galactica,PG,"Action , Adventure, Science Fiction , Fantasy, Television",09-17-78,08-06-99,125,Rotten,32,19,61,7921
Battling Butler,NR,"Classics, Comedy, Drama",01-01-26,10-26-99,68,Fresh,78,9,76,681
Bayou Maharajah,NR,"Documentary, Musical , Performing Arts, Special Interest",,10-14-16,90,Fresh,86,7,82,57
Baywatch,R,"Action , Adventure, Comedy",05-25-17,08-29-17,116,Rotten,18,233,55,30385
BB King: The Life of Riley,NR,"Documentary, Musical , Performing Arts",05-21-14,01-07-14,123,Fresh,86,7,85,382
Be Afraid,NR,"Mystery , Suspense, Science Fiction , Fantasy",01-06-17,01-06-17,99,Rotten,18,11,29,108
Be Cool,PG-13,"Comedy, Drama, Mystery , Suspense",04-03-05,07-06-05,119,Rotten,30,171,42,212564
Be Here to Love Me: A Film About Townes Van Zandt,NR,"Documentary, Musical , Performing Arts, Special Interest",02-12-05,03-14-06,99,Fresh,94,33,91,8277
Be Kind Rewind,PG-13,Comedy,02-22-08,10-06-08,101,Fresh,65,128,56,205259
Be My Cat: A Film for Anne,NR,"Art House , International, Horror, Mystery , Suspense",,05-12-16,87,Fresh,83,6,62,69
Be Natural: The Untold Story of Alice Guy-Blaché,NR,Documentary,04-19-19,08-20-19,103,Certified Fresh,96,72,97,156
Be With Me,NR,"Art House , International, Drama, Romance",09-29-06,12-26-06,93,Fresh,90,10,81,2448
The Beach,R,"Action , Adventure, Drama, Romance",11-02-00,09-01-01,119,Rotten,20,117,57,217252
Beach Blanket Bingo,G,"Classics, Comedy, Musical , Performing Arts, Romance",04-14-65,05-06-01,96,Fresh,80,10,53,7281
Beach Party,G,"Classics, Comedy, Drama, Musical , Performing Arts, Romance",07-08-63,05-09-00,101,Rotten,43,7,43,450
Beach Rats,R,Drama,08-25-17,11-21-17,95,Certified Fresh,85,100,57,2512
Beaches,PG-13,"Comedy, Drama, Musical , Performing Arts",12-21-88,03-29-05,123,Rotten,39,41,88,71187
Bean,PG-13,Comedy,07-11-97,03-31-98,92,Rotten,41,32,53,340385
Bearcity,NR,Comedy,10-22-10,11-16-10,100,Rotten,50,10,55,318
"The Beast From 20,000 Fathoms",NR,"Classics, Horror, Science Fiction , Fantasy",06-13-53,10-21-03,80,Fresh,94,18,68,2665
Beast of Burden,R,"Action , Adventure, Drama",02-23-18,03-04-18,89,Rotten,25,8,10,94
The Beast Within,R,Horror,12-02-82,08-28-01,90,Rotten,11,9,33,1605
Beastly,PG-13,"Drama, Science Fiction , Fantasy, Romance",04-03-11,06-28-11,86,Rotten,20,94,48,58076
The Beastmaster,PG,"Action , Adventure, Science Fiction , Fantasy",08-20-82,10-23-01,118,Rotten,46,13,53,29357
Beasts of the Southern Wild,PG-13,Drama,06-27-12,04-12-12,91,Certified Fresh,87,200,76,39289
Beat Street,PG,"Drama, Musical , Performing Arts",08-06-84,04-15-03,106,Rotten,50,6,84,7480
De Battre mon Coeur s'est Arrêté (The Beat That My Heart Skipped),R,"Art House , International, Drama",01-07-05,11-15-05,107,Certified Fresh,86,98,84,9869
A Hard Day's Night,G,"Classics, Comedy, Musical , Performing Arts",11-08-64,09-24-02,87,Certified Fresh,98,107,89,50365
Help!,G,"Comedy, Musical , Performing Arts, Mystery , Suspense, Science Fiction , Fantasy",07-29-65,06-11-07,90,Fresh,88,26,86,28079
Yellow Submarine,G,"Action , Adventure, Animation, Comedy, Cult Movies, Kids , Family, Musical , Performing Arts, Science Fiction , Fantasy",11-13-68,05-06-12,87,Certified Fresh,97,59,84,47779
